,Unnamed: 0,»ç¿ëÀÚ¸í,´ñ±Û,ÇÑ±¹ÀÎ
236,236,Tshering Lhamu Bhutia,"Ash is such an amazing Artist 
Glad I discovered him",0
237,237,Shai Bautista,Giselle of aespa brought me here. As she mentioned Ash Island is one of the person she respect/role model. And now I know why.,0
238,238,Hend Gouasmia,He's a rockstar ??,0
239,239,yUn 15,"My wishes come true !! Finally , rock star and melody live !! ?? ASH REALLY IS A ROCK STAR",0
240,240,Iyah KangSeungyoon,Ash Island???? all the songs from this album is so good but personally my favvvv got to be One more night ft. Lilboi ??????,0
241,241,"girlfriend Bloo,Bigna, Ash island & Chanyeol",Ash island is the best. He even sang very well I love you <3,0
242,242,Ray Kim,5:49 sweet moment,0
243,243,alex song,Gamst hyoung please tell her she's pretty,0
244,244,TY Labels,I noticed that she sang dynamite like a 70s song,0
245,245,kpoper _Stefani,"???? ?
???? ?
???? ?
???? ?
??ARMY?????",0
246,246,Jeon Ananya,"Kim namjoon 
Kim seokjin
Min yoongi
Jung hoseok
Park jimin
Kim taehyung 
Jeon jungkook

BTS",0
247,247,Santosh Jadhav,"Eyes= watching comment 
Ear = hereing her song by using headphones 
Fingers = scroll down to see more comment 
Brain = comparing her to BTS 
Mouth = trying to sing with her 
Legs = dancing on song  
Heart = fall in love with her voice
Mind = Thinking ?? what will happen when the BTS will hear her voice 
Memory = trying to recall song 
AND
mummy , brother and Papa =???????? we have to call metal hospital now ......



Ok , that's now to much so i can't 


Edit - thank you very much for your like on my comment ?? 
I am crying so hard .if I have an new ideas in writing comment so I will write here ??  thank you  ?????? ........................ But the main thing is she injoy and we to 
Ohhhhhh 400+ likes 
MUMMY I AM FAMOUS .",0
248,248,J-Hope Army,"Her : bring a friend join the crowd
Me : but it¡¯s coronavirus..
Her : ladies and gentlemen i got the medicine 
Me : *goes to BTS concert*",0
249,249,Humans of North Korea,Wonderful voice + Wonderful song = beautiful??,0
250,250,Soumi ARMY,"Kim Namjoon 
Kim Seokjin 
Min Yoongi
Jeon Hoseok 
Park Jimin 
Kim Taeheong
Jeon JungKook
BTS ????????",0
251,251,TY Labels,Her voice is just wow,0
252,252,Afroj Jahan,"Always a bts army ????????????????????????????????????????
V
Jk
RM
JHope
Jin
Suga
Jimin
??????????????",0
253,253,magia da Melzinha,"Sing blackpink ""How you like that"" Your voice is beautiful???????????",0
254,254,Agust D,ARMY ??,0
255,255,Cambo Fixing,I like your voice Jfla,0
256,256,Arquin Yamzon,"HER: Bring a friend

ME: *I DON¡¯T HAVE FRIENDS*",0
257,257,Derin,Cidden sana ?ok te?ekk?r edrim Senin sayende BTS tan©¥d©¥m ?uan 5 ay  filan oldu army olal©¥ ve art©¥k bu mor okyanusta olmaktan gurur duyuyuyorum,0
258,258,ïÇïÇ,"Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight

Shoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum, rolling on like a Rolling Stone
Sing song when I'm walking home
Jump up to the top, LeBron
Ding dong, call me on my phone
Ice tea and a game of ping pong, huh

This is getting heavy
Can you hear the bass boom? I'm ready (woo hoo)
Life is sweet as honey
Yeah, this beat cha-ching like money, huh
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Hey, so let's go

'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh",0
259,259,tiger_taehyyung,"If I had a voice like her, I would never shut up",0
260,260,#fanPD Studio,0:42 so let's g¢½,0
261,261,_.jeon.kookie._,ARMYY!!!??,1
262,262,Tharun Puthran,Jimin's part was perfect.,0
263,263,Aakankshya grg,Wow Love for Nepal????????,0
264,264,????? ????????,So beautiful ...?? ?Turkish ARMY??????,0
265,265,Arimbi fathan Akmaliansyah,"""Life goes on"" plissss",0
266,266,LIU Lily,"Hey, admit it people. 



WE ALL LOVE YOUR VOICE

I NEED TO TAKE LESSONS FROM YOU!!
But then I would probably spend 99.9 percent of the time listening to you!!",0
267,267,xXKristy MintXx,"Yep, the hair never changed :>",0
268,268,Ray Mak,You are the definition of perfection,0
269,269,???? ??????? ??????,"Rich song, life goes on",0
270,270,Mira Queen,"??? ??????
 ??? ??????
 ??? ?????
 ???? ?????
 ???? ?????
 ??? ??????? 
???? ???????
 ?? ?? ??",0
271,271,Flor Monta?ez Romero,hermoso Dynamite ??????????????????,0
272,272,B&B Project,We are dream will be play with you one day))??,0
273,273,Kookie Krazy Meow,Thank you! I'm now a A.R.M.Y and *ADDICTED*,0
274,274,Chanchal Vishwakarma,"I never imagined that dynamite can become soo melodious ??
You are awesome ???",0
275,275,Kiruthiyaa,"Her voice is amaJINg
Me tries to sing:
My voice: you wanna hear how cat sounds when it dies?",0
276,276,?????? ??_???????,"Your voice is beautiful and very feminine ??
Kim Najmon ??
Kim Sokjin ??
Min Youngi ??
Jung Hossock  ??
Park Jimin ??
Kim Tai Hyung ??
Jeon Jongkok ??",0
277,277,Huy Ph?m ??ng,I love jfla :333,0
278,278,cutey,"Kim namjoon 
Kim seokjin
Min yoongi
Jung hoseok
Park jimin
Kim taehyung 
Jeon jungkook

BTS¡Ã3¡Â

Edit:Thx for the like (?¡Ô?)
Thanks army!!(¥ò?¡ä?)¥ò",0
279,279,Love Yourself,You are the definition of perfection,0
280,280,Wolfgang dayo,"I love the way you sing this. Not sure if you are concerned about making your consonants a little more distinct but, I get the feeling that you keep them soft to make it easier and more natural to sing. :) The sound of your voice is sweet and, if you like the soft consonant style, I hope you keep it! ... For the longest time, I thought the lyrics said something other than ""funky"" haha. I was like, whoa, that's spicy. ... Still! Again! I love your cover!",0
281,281,ORANUS. YT,Beautifule song + beautifule girl=i m falling with your love,0
282,282,CROCS GAMING,This hit different,0
283,283,Jim 7,Wow your voice is very beautiful??????.,0
284,284,Santosh Malakar,Wonderful song+Wonderful voice =beautiful ??u BTS and J.Fla,0
285,285,Nadya Qonita,BTS LIFE GOES ON PLZ????????????,0
286,286,Lojain Amr,"I love you and koria
Bt I'm from Egypt ????????????????",0
287,287,MO-DZ,?? ?????? ????? ???? ???? ???? ??????? ?? ?????? ????????,0
288,288,RoyaleEm !,Omg so good ??,0
289,289,Bcwj1126,"Am I the only one who have mentioned that when J. fla sing this song, she used 2 types of voice??One of it is a deep voice... Hear carefully??????",0
290,290,sarah baby,Her Voice is Really wowwwwwwwww...,0
291,291,Viral Internet Videos,"Who else been watching "" JFLAMUSIC "" for more than a year? ??????
????",0
292,292,Shashi Tudu,J fla sang this with her whole body!???,0
293,293,Sisi Karina,Cover lathi please,0
294,294,Anel Serikzhan,ARMY ??????,0
295,295,Niveditha Dubey,"It's Amazing Eonni
With Lots Of Love 
I Purple You 
????????",0
296,296,Rupashi Verma,Who says j fla has only korean fans love from india????????,0
297,297,HARI KRISHNA,who such a beautiful voice  wow .,0
298,298,Rath Soursdey,Sooooo good!,0
299,299,¬®¬Ú¬ß ¬À¬ß¬Ô¬Ú,¬²¬å¬ã¬ã¬Ü¬Ú¬ç ¬é¬ä¬à ¬ã¬Õ¬å¬Ý ¬Ó¬Ö¬ä¬Ö¬â¬î?! ¬£¬í ¬Ô¬Õ¬Ö ¬â¬à¬Õ¬ß¬í¬Ö ¬Þ¬à¬Ú??????,0
300,300,bts army7890,Wow??????.....,0
301,301,xXPeanuts,"Life is sweet as honey
Cuz...
Your voice is sweet as honey",0
302,302,Shreshtha Singh,"I want u to cover rose gone ??
Plzz???",0
303,303,Dhanvi Sahu,What I like most about her is that she is a bit shy to say something like me she don't say that 'I hope you like my song and to like and subscribe it' she just say a wonderful world 'thanks for watching and give thanks to God' so sweet ??,0
304,304,lamiss khammassi,Beautiful voice????????,0
305,305,Kong Jhern,"Light up like DYNAMITE ??
Rise like SUN ??
Shine like STAR ??
Free like Wind ???
Pure like WATER ??
Bloom like FLOWER ??
Lastly, all I want you to know is

BE LIKE YOURSELF??",0
306,306,Sanaiya Samrin Sara,Jfla's voice is sooo cute,0
307,307,Par Ik hit,This cover really give me Some kind Of MJ vibe......??????????,0
308,308,Custom Anaya,2:10 so cute????,0
309,309,Sohi,"She's like a living anime character and her voice is awesome. 
Who agree?",0
310,310,june,life goes on please????????,0
311,311,Sohan Ahmed,she sang it so clearly. even it's hard to sing this song alone...,0
312,312,Balu Mani,Man her voice suits every song she sings??,0
313,313,anthari antha,"Your voice,your face so beautyfull ??????",0
314,314,Radwa farag,"Teacher:"" who have biggest Army in the world""
Me:""BTS""
Teacher: Dead",0
315,315,Rousoumate,I Love you Jfla,0
316,316,A.M.Sajini Abesinghe,Beautiful ????,0
317,317,????? ?????,Your voice is amazing :)¡Ù¢½,0
318,318,magia da Melzinha,"Sing blackpink ""How you like that"" Your voice is beautiful???????????",0
319,319,Henthoiba leitanthem,Wow what a great voice  ??,0
320,320,Anandan Pattathiparambil,"queen of covers with bts.
that's really  adorable. 
lovely........................
????????????????????????????????????????????






-a true BTS army
??????????????",0
321,321,Vishani De silva,Her voice is very interesting,0
322,322,Obito Uchiha,*This song is actually really hard to sing for real. It seems easy but it's so hard u need perfect breath control. BTS are amazing vocalists so are u* ????????,0
323,323,BTS army,?????????????? so'ma light it up like dynamite ??????????????,0
324,324,AZERBAIJAN ARMY BTS,I LOVE YOU J.FLA????????????,0
325,325,blink who married army awww had cute armylink omg!!,"??Kim nam jun ??

??Kim seok jin??

??Min yungi??

??Jung ho seok??

??Park jimin??

??Kim tae hyung ??

??Jeon jung kuk??
 

????BTS?? ??",0
326,326,BLACKPINK,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  ¡æ yt.be/releasedblackpink,0
327,327,Aribah Bhatti,BLACKPINK YouTube channel has surpassed *17B* views making them the fastest artist in Youtube history to do so,0
328,328,Dany Robles,Blinks vote for BLACKPINK at iHeartRadio Music Awards,0
329,329,Shawn Matias,Ros?,0
330,330,lisa's cat,"Jisoo -¡°Hopefully in 10 years,we're still BLACKPINK""",0
331,331,Cha tta,"*B* links
*L* alisa Manoban 
*A* ttractive asf 
*C* uteness overload 
*K* im Jisoo
*P* ark Chaeyoung 
*I* rresistible 
*N* ailing every comeback
*K* im Jennie",0
332,332,Sssuper Blink,Jisoo be like: ¡°we wear similar clothes but we are prettier¡±,0
333,333,ariana grande,BLACKPINK BECAME THE FIRST KPOP ARTISTS TO HIT 60M SUBCRIBERS ON YOUTUBE AND 2ND MOST SUBCRIBED ARTISTS ON YOUTUBE. CONGRATS ALL BLINKS.,0
334,334,Abhinand Ajayan,"""when four of us are together, the sky is the lightest."" ? ROS?.
.
.
.
.
.
found this comment on hylt mv, just posting it here for the solo stans",0
335,335,BP QUEENS,ROS?,0
336,336,Blink and Forever,"Jisoos voice=perfect
Jisoos visual=perfect
Jisoos rap skills in pretty savage=perfect
Jisoos dance=perfect
Jisoo=perfection",0
337,337,Queen King,"Jisoo, Jennie, Ros?, Lisa just shine",0
338,338,Dany Robles,"Blinks voten por Blackpink en iHeartRadio Music Awars por twitter usando los # creo que son 50 votos por dia, ademas de seguir haciendo stream a AIIYL, HYLT, Lovesick Girls y On the Ground.",0
339,339,Madison Ariana Pena Rojas,??? ??©ú? ?? ?? ?????????,0
340,340,¬®?¬ß¬ç¬à¬â¬Ô¬Ú¬Ý ¬®?¬ß¬ç¬Ò¬Ñ¬ä,JENNIE BEST RAPPER,0
341,341,KAINAT AIJAZ Malir Campus,"J
JE
JEN
JENN
JENNI
JENNIE
JENNI
JENN
JEN
JE
J
L
LI
LIS
LISA
LIS
LI
L
J
JI
JIS
JISO
JISOO
JISO
JIS
JI
J
R
RO
ROS
ROS?
ROS
RO
R
BLACKPINK IN YOUR AREA! BLINK FOREVER!",0
342,342,HMC,To the 1 billion!!!,0
343,343,Meybelin Ayala,Ros?,0
344,344,hating Blackpink or BTS doesn't make you cool,? ???? ???? ??©ú?,0
345,345,Priyal,"Jennie:- first to have a solo
Ros?:- first to be on released alone
Lisa:- first to have a youtube channel
Jisoo:- first to be in a drama",0
346,346,ORIANA VALENTINA ALVAREZ PI?A,"estar escuchando musica en coreano y estar haciendo tarea en espa?ol eso es arte
PD: reportense con un like l@s blinks latin@s!",0
347,347,6104 Avneet Kaur,"jennie: with a boy
lisa: with a boy
ros?: with a boy
jisoo: im jisoo im okay",0
348,348,Angela Bernardo,Bota bater 1B. Blinks por elas,0
349,349,Vitoria Belicio,"?200
?300
400
500
¡ÆBlinks precisamos chegar a 400 mi esse m?s¡Æ",0
350,350,Lorena Ortega,"TODOS LOS BLINKS QUE AHORITA ESTAN HACIENDO STR3AM, GRACIAS uwu Gracias por siempre estar <3",0
351,351,Summer Br,Blinks pronto ja passei aqui agora pfvr vao la em fiesta ajudem as uniters,0
352,352,sara,"jisoo: was broken but already moved on
jennie: was broken but haven't moved on
ros?: just got broken
lisa: she's next",0
353,353,Blackpink never collapses ?,"Ros?:
Maybe it's all just for a moment
What are we looking for so aimlessly
*""*""*""*""*""*""*""*""*""*""*""*""*""*""*""*""*""*""*
Jisoo:
Looking at you with my anxious gaze
You're all I need even if it hurts 
Kurdish Blink",0
